Winner,Seattle Seahawks,200709300sfo
Loser,San Francisco 49ers,200709300sfo
PtsW,23,200709300sfo
PtsL,3,200709300sfo
YdsW,371,200709300sfo
TOW,1,200709300sfo
YdsL,184,200709300sfo
TOL,3,200709300sfo
Winner,Tampa Bay Buccaneers,200709300car
Loser,Carolina Panthers,200709300car
PtsW,20,200709300car
PtsL,7,200709300car
YdsW,365,200709300car
TOW,1,200709300car
YdsL,236,200709300car
TOL,2,200709300car
Winner,New York Giants,200709300nyg
Loser,Philadelphia Eagles,200709300nyg
PtsW,16,200709300nyg
PtsL,3,200709300nyg
YdsW,212,200709300nyg
TOW,1,200709300nyg
YdsL,190,200709300nyg
TOL,1,200709300nyg
Winner,Buffalo Bills,200709300buf
Loser,New York Jets,200709300buf
PtsW,17,200709300buf
PtsL,14,200709300buf
YdsW,304,200709300buf
TOW,2,200709300buf
YdsL,347,200709300buf
TOL,2,200709300buf
Winner,Indianapolis Colts,200709300clt
Loser,Denver Broncos,200709300clt
PtsW,38,200709300clt
PtsL,20,200709300clt
YdsW,419,200709300clt
TOW,0,200709300clt
YdsL,354,200709300clt
TOL,2,200709300clt
Winner,Kansas City Chiefs,200709300sdg
Loser,San Diego Chargers,200709300sdg
PtsW,30,200709300sdg
PtsL,16,200709300sdg
YdsW,390,200709300sdg
TOW,2,200709300sdg
YdsL,333,200709300sdg
TOL,4,200709300sdg
Winner,Detroit Lions,200709300det
Loser,Chicago Bears,200709300det
PtsW,37,200709300det
PtsL,27,200709300det
YdsW,310,200709300det
TOW,2,200709300det
YdsL,303,200709300det
TOL,3,200709300det
Winner,Atlanta Falcons,200709300atl
Loser,Houston Texans,200709300atl
PtsW,26,200709300atl
PtsL,16,200709300atl
YdsW,304,200709300atl
TOW,0,200709300atl
YdsL,398,200709300atl
TOL,2,200709300atl
Winner,Green Bay Packers,200709300min
Loser,Minnesota Vikings,200709300min
PtsW,23,200709300min
PtsL,16,200709300min
YdsW,384,200709300min
TOW,2,200709300min
YdsL,382,200709300min
TOL,2,200709300min
Winner,New England Patriots,200710010cin
Loser,Cincinnati Bengals,200710010cin
PtsW,34,200710010cin
PtsL,13,200710010cin
YdsW,404,200710010cin
TOW,1,200710010cin
YdsL,283,200710010cin
TOL,2,200710010cin
Winner,Jacksonville Jaguars,200710070kan
Loser,Kansas City Chiefs,200710070kan
PtsW,17,200710070kan
PtsL,7,200710070kan
YdsW,357,200710070kan
TOW,0,200710070kan
YdsL,271,200710070kan
TOL,1,200710070kan
Winner,Houston Texans,200710070htx
Loser,Miami Dolphins,200710070htx
PtsW,22,200710070htx
PtsL,19,200710070htx
YdsW,352,200710070htx
TOW,2,200710070htx
YdsL,285,200710070htx
TOL,1,200710070htx
Winner,New York Giants,200710070nyg
Loser,New York Jets,200710070nyg
PtsW,35,200710070nyg
PtsL,24,200710070nyg
YdsW,374,200710070nyg
TOW,2,200710070nyg
YdsL,277,200710070nyg
TOL,3,200710070nyg
Winner,Baltimore Ravens,200710070sfo
Loser,San Francisco 49ers,200710070sfo
PtsW,9,200710070sfo
PtsL,7,200710070sfo
YdsW,315,200710070sfo
TOW,0,200710070sfo
YdsL,163,200710070sfo
TOL,1,200710070sfo
Winner,San Diego Chargers,200710070den
Loser,Denver Broncos,200710070den
PtsW,41,200710070den
PtsL,3,200710070den
YdsW,484,200710070den
TOW,0,200710070den
YdsL,296,200710070den
TOL,3,200710070den
Winner,Pittsburgh Steelers,200710070pit
Loser,Seattle Seahawks,200710070pit
PtsW,21,200710070pit
PtsL,0,200710070pit
YdsW,342,200710070pit
TOW,0,200710070pit
YdsL,144,200710070pit
TOL,1,200710070pit
Winner,Indianapolis Colts,200710070clt
Loser,Tampa Bay Buccaneers,200710070clt
PtsW,33,200710070clt
PtsL,14,200710070clt
YdsW,400,200710070clt
TOW,1,200710070clt
YdsL,177,200710070clt
TOL,1,200710070clt
Winner,Washington Redskins,200710070was
Loser,Detroit Lions,200710070was
PtsW,34,200710070was
PtsL,3,200710070was
YdsW,366,200710070was
TOW,1,200710070was
YdsL,144,200710070was
TOL,2,200710070was
Winner,Carolina Panthers,200710070nor
Loser,New Orleans Saints,200710070nor
PtsW,16,200710070nor
PtsL,13,200710070nor
YdsW,243,200710070nor
TOW,1,200710070nor
YdsL,341,200710070nor
TOL,2,200710070nor
Winner,Tennessee Titans,200710070oti
Loser,Atlanta Falcons,200710070oti
PtsW,20,200710070oti
PtsL,13,200710070oti
YdsW,249,200710070oti
TOW,5,200710070oti
YdsL,198,200710070oti
TOL,2,200710070oti
Winner,Chicago Bears,200710070gnb
Loser,Green Bay Packers,200710070gnb
PtsW,27,200710070gnb
PtsL,20,200710070gnb
YdsW,285,200710070gnb
TOW,1,200710070gnb
YdsL,439,200710070gnb
TOL,5,200710070gnb
Winner,New England Patriots,200710070nwe
Loser,Cleveland Browns,200710070nwe
PtsW,34,200710070nwe
PtsL,17,200710070nwe
YdsW,412,200710070nwe
TOW,0,200710070nwe
YdsL,353,200710070nwe
TOL,4,200710070nwe
Winner,Arizona Cardinals,200710070ram
Loser,St. Louis Rams,200710070ram
PtsW,34,200710070ram
PtsL,31,200710070ram
YdsW,383,200710070ram
TOW,2,200710070ram
YdsL,375,200710070ram
TOL,3,200710070ram
Winner,Dallas Cowboys,200710080buf
Loser,Buffalo Bills,200710080buf
PtsW,25,200710080buf
PtsL,24,200710080buf
YdsW,385,200710080buf
TOW,6,200710080buf
YdsL,229,200710080buf
TOL,1,200710080buf
Winner,Tampa Bay Buccaneers,200710140tam
Loser,Tennessee Titans,200710140tam
PtsW,13,200710140tam
PtsL,10,200710140tam
YdsW,304,200710140tam
TOW,1,200710140tam
YdsL,317,200710140tam
TOL,3,200710140tam
Winner,New Orleans Saints,200710140sea
Loser,Seattle Seahawks,200710140sea
PtsW,28,200710140sea
PtsL,17,200710140sea
YdsW,367,200710140sea
TOW,1,200710140sea
YdsL,425,200710140sea
TOL,2,200710140sea
Winner,Kansas City Chiefs,200710140kan
Loser,Cincinnati Bengals,200710140kan
PtsW,27,200710140kan
PtsL,20,200710140kan
YdsW,354,200710140kan
TOW,2,200710140kan
YdsL,373,200710140kan
TOL,3,200710140kan
Winner,San Diego Chargers,200710140sdg
Loser,Oakland Raiders,200710140sdg
PtsW,28,200710140sdg
PtsL,14,200710140sdg
YdsW,362,200710140sdg
TOW,1,200710140sdg
YdsL,245,200710140sdg
TOL,3,200710140sdg
Winner,Green Bay Packers,200710140gnb
Loser,Washington Redskins,200710140gnb
PtsW,17,200710140gnb
PtsL,14,200710140gnb
YdsW,225,200710140gnb
TOW,2,200710140gnb
YdsL,304,200710140gnb
TOL,3,200710140gnb
Winner,Baltimore Ravens,200710140rav
Loser,St. Louis Rams,200710140rav
PtsW,22,200710140rav
PtsL,3,200710140rav
YdsW,248,200710140rav
TOW,2,200710140rav
YdsL,264,200710140rav
TOL,6,200710140rav
Winner,Philadelphia Eagles,200710140nyj
Loser,New York Jets,200710140nyj
PtsW,16,200710140nyj
PtsL,9,200710140nyj
YdsW,413,200710140nyj
TOW,1,200710140nyj
YdsL,267,200710140nyj
TOL,1,200710140nyj
Winner,New England Patriots,200710140dal
Loser,Dallas Cowboys,200710140dal
PtsW,48,200710140dal
PtsL,27,200710140dal
YdsW,448,200710140dal
TOW,1,200710140dal
YdsL,285,200710140dal
TOL,1,200710140dal
Winner,Minnesota Vikings,200710140chi
Loser,Chicago Bears,200710140chi
PtsW,34,200710140chi
PtsL,31,200710140chi
YdsW,444,200710140chi
TOW,0,200710140chi
YdsL,458,200710140chi
TOL,4,200710140chi
Winner,Cleveland Browns,200710140cle
Loser,Miami Dolphins,200710140cle
PtsW,41,200710140cle
PtsL,31,200710140cle
YdsW,384,200710140cle
TOW,1,200710140cle
YdsL,356,200710140cle
TOL,2,200710140cle
Winner,Carolina Panthers,200710140crd
Loser,Arizona Cardinals,200710140crd
PtsW,25,200710140crd
PtsL,10,200710140crd
YdsW,374,200710140crd
TOW,0,200710140crd
YdsL,255,200710140crd
TOL,5,200710140crd
Winner,Jacksonville Jaguars,200710140jax
Loser,Houston Texans,200710140jax
PtsW,37,200710140jax
PtsL,17,200710140jax
YdsW,457,200710140jax
TOW,3,200710140jax
YdsL,390,200710140jax
TOL,3,200710140jax
Winner,New York Giants,200710150atl
Loser,Atlanta Falcons,200710150atl
PtsW,31,200710150atl
PtsL,10,200710150atl
YdsW,491,200710150atl
TOW,3,200710150atl
YdsL,284,200710150atl
TOL,1,200710150atl
Winner,Detroit Lions,200710210det
Loser,Tampa Bay Buccaneers,200710210det
PtsW,23,200710210det
PtsL,16,200710210det
YdsW,278,200710210det
TOW,0,200710210det
YdsL,422,200710210det
TOL,2,200710210det
Winner,Buffalo Bills,200710210buf
Loser,Baltimore Ravens,200710210buf
PtsW,19,200710210buf
PtsL,14,200710210buf
YdsW,242,200710210buf
TOW,1,200710210buf
YdsL,308,200710210buf
TOL,1,200710210buf
Winner,Denver Broncos,200710210den
Loser,Pittsburgh Steelers,200710210den
PtsW,31,200710210den
PtsL,28,200710210den
YdsW,324,200710210den
TOW,2,200710210den
YdsL,379,200710210den
TOL,3,200710210den
Winner,Cincinnati Bengals,200710210cin
Loser,New York Jets,200710210cin
PtsW,38,200710210cin
PtsL,31,200710210cin
YdsW,395,200710210cin
TOW,1,200710210cin
YdsL,342,200710210cin
TOL,2,200710210cin
Winner,New York Giants,200710210nyg
Loser,San Francisco 49ers,200710210nyg
PtsW,33,200710210nyg
PtsL,15,200710210nyg
YdsW,279,200710210nyg
TOW,1,200710210nyg
YdsL,267,200710210nyg
TOL,4,200710210nyg
Winner,Seattle Seahawks,200710210sea
Loser,St. Louis Rams,200710210sea
PtsW,33,200710210sea
PtsL,6,200710210sea
YdsW,289,200710210sea
TOW,1,200710210sea
YdsL,221,200710210sea
TOL,5,200710210sea
Winner,Tennessee Titans,200710210htx
Loser,Houston Texans,200710210htx
PtsW,38,200710210htx
PtsL,36,200710210htx
YdsW,422,200710210htx
TOW,2,200710210htx
YdsL,333,200710210htx
TOL,6,200710210htx
Winner,New England Patriots,200710210mia
Loser,Miami Dolphins,200710210mia
PtsW,49,200710210mia
PtsL,28,200710210mia
YdsW,443,200710210mia
TOW,1,200710210mia
YdsL,382,200710210mia
TOL,2,200710210mia
Winner,Dallas Cowboys,200710210dal
Loser,Minnesota Vikings,200710210dal
PtsW,24,200710210dal
PtsL,14,200710210dal
YdsW,381,200710210dal
TOW,2,200710210dal
YdsL,196,200710210dal
TOL,1,200710210dal
Winner,Kansas City Chiefs,200710210rai
Loser,Oakland Raiders,200710210rai
PtsW,12,200710210rai
PtsL,10,200710210rai
YdsW,290,200710210rai
TOW,1,200710210rai
YdsL,268,200710210rai
TOL,2,200710210rai
Winner,Washington Redskins,200710210was
Loser,Arizona Cardinals,200710210was
PtsW,21,200710210was
PtsL,19,200710210was
YdsW,160,200710210was
TOW,1,200710210was
YdsL,364,200710210was
TOL,3,200710210was
Winner,New Orleans Saints,200710210nor
Loser,Atlanta Falcons,200710210nor
PtsW,22,200710210nor
PtsL,16,200710210nor
YdsW,310,200710210nor
TOW,1,200710210nor
YdsL,334,200710210nor
TOL,0,200710210nor
Winner,Chicago Bears,200710210phi
Loser,Philadelphia Eagles,200710210phi
PtsW,19,200710210phi
PtsL,16,200710210phi
YdsW,386,200710210phi
TOW,0,200710210phi
YdsL,334,200710210phi
TOL,0,200710210phi
Winner,Indianapolis Colts,200710220jax
Loser,Jacksonville Jaguars,200710220jax
PtsW,29,200710220jax
PtsL,7,200710220jax
YdsW,384,200710220jax
TOW,1,200710220jax
YdsL,226,200710220jax
TOL,3,200710220jax
Winner,Pittsburgh Steelers,200710280cin
Loser,Cincinnati Bengals,200710280cin
PtsW,24,200710280cin
PtsL,13,200710280cin
YdsW,390,200710280cin
TOW,1,200710280cin
YdsL,296,200710280cin
TOL,1,200710280cin
Winner,Tennessee Titans,200710280oti
Loser,Oakland Raiders,200710280oti
PtsW,13,200710280oti
PtsL,9,200710280oti
YdsW,218,200710280oti
TOW,0,200710280oti
YdsL,235,200710280oti
TOL,2,200710280oti
Winner,Philadelphia Eagles,200710280min
Loser,Minnesota Vikings,200710280min
PtsW,23,200710280min
PtsL,16,200710280min
YdsW,385,200710280min
TOW,0,200710280min
YdsL,256,200710280min
TOL,0,200710280min
Winner,Buffalo Bills,200710280nyj
Loser,New York Jets,200710280nyj
PtsW,13,200710280nyj
PtsL,3,200710280nyj
YdsW,347,200710280nyj
TOW,1,200710280nyj
YdsL,254,200710280nyj
TOL,3,200710280nyj
Winner,New Orleans Saints,200710280sfo
Loser,San Francisco 49ers,200710280sfo
PtsW,31,200710280sfo
PtsL,10,200710280sfo
YdsW,438,200710280sfo
TOW,1,200710280sfo
YdsL,260,200710280sfo
TOL,1,200710280sfo
Winner,Cleveland Browns,200710280ram
Loser,St. Louis Rams,200710280ram
PtsW,27,200710280ram
PtsL,20,200710280ram
YdsW,368,200710280ram
TOW,0,200710280ram
YdsL,393,200710280ram
TOL,1,200710280ram
Winner,Indianapolis Colts,200710280car
Loser,Carolina Panthers,200710280car
PtsW,31,200710280car
PtsL,7,200710280car
YdsW,395,200710280car
TOW,1,200710280car
YdsL,293,200710280car
TOL,3,200710280car
Winner,Jacksonville Jaguars,200710280tam
Loser,Tampa Bay Buccaneers,200710280tam
PtsW,24,200710280tam
PtsL,23,200710280tam
YdsW,219,200710280tam
TOW,0,200710280tam
YdsL,385,200710280tam
TOL,3,200710280tam
Winner,San Diego Chargers,200710280sdg
Loser,Houston Texans,200710280sdg
PtsW,35,200710280sdg
PtsL,10,200710280sdg
YdsW,237,200710280sdg
TOW,0,200710280sdg
YdsL,367,200710280sdg
TOL,5,200710280sdg
Winner,New York Giants,200710280mia
Loser,Miami Dolphins,200710280mia
PtsW,13,200710280mia
PtsL,10,200710280mia
YdsW,238,200710280mia
TOW,1,200710280mia
YdsL,245,200710280mia
TOL,2,200710280mia
Winner,New England Patriots,200710280nwe
Loser,Washington Redskins,200710280nwe
PtsW,52,200710280nwe
PtsL,7,200710280nwe
YdsW,486,200710280nwe
TOW,1,200710280nwe
YdsL,224,200710280nwe
TOL,4,200710280nwe
Winner,Detroit Lions,200710280chi
Loser,Chicago Bears,200710280chi
PtsW,16,200710280chi
PtsL,7,200710280chi
YdsW,365,200710280chi
TOW,1,200710280chi
YdsL,255,200710280chi
TOL,4,200710280chi
Winner,Green Bay Packers,200710290den
Loser,Denver Broncos,200710290den
PtsW,19,200710290den
PtsL,13,200710290den
YdsW,430,200710290den
TOW,0,200710290den
YdsL,332,200710290den
TOL,1,200710290den
Winner,Detroit Lions,200711040det
Loser,Denver Broncos,200711040det
PtsW,44,200711040det
PtsL,7,200711040det
YdsW,376,200711040det
TOW,1,200711040det
YdsL,303,200711040det
TOL,4,200711040det
Winner,Tennessee Titans,200711040oti
Loser,Carolina Panthers,200711040oti
PtsW,20,200711040oti
PtsL,7,200711040oti
YdsW,236,200711040oti
TOW,4,200711040oti
YdsL,191,200711040oti
TOL,2,200711040oti
Winner,Atlanta Falcons,200711040atl
Loser,San Francisco 49ers,200711040atl
PtsW,20,200711040atl
PtsL,16,200711040atl
YdsW,286,200711040atl
TOW,1,200711040atl
YdsL,251,200711040atl
TOL,4,200711040atl
Winner,Cleveland Browns,200711040cle
Loser,Seattle Seahawks,200711040cle
PtsW,33,200711040cle
PtsL,30,200711040cle
YdsW,428,200711040cle
TOW,1,200711040cle
YdsL,423,200711040cle
TOL,2,200711040cle
Winner,Minnesota Vikings,200711040min
Loser,San Diego Chargers,200711040min
PtsW,35,200711040min
PtsL,17,200711040min
YdsW,528,200711040min
TOW,2,200711040min
YdsL,229,200711040min
TOL,2,200711040min
Winner,Buffalo Bills,200711040buf
Loser,Cincinnati Bengals,200711040buf
PtsW,33,200711040buf
PtsL,21,200711040buf
YdsW,479,200711040buf
TOW,1,200711040buf
