Attendance,"63,672",201309220min
Weather,"67 degrees, relative humidity 0%, no wind, wind chill 0",201309220min
Vegas Line,Minnesota Vikings -7.0,201309220min
Stadium,Paul Brown Stadium,201309220cin
Start Time,1:03pm,201309220cin
Surface,fieldturf,201309220cin
Duration,3:17,201309220cin
Attendance,"64,633",201309220cin
Weather,"63 degrees, relative humidity 52%, wind 13 mph, wind chill 0",201309220cin
Vegas Line,Green Bay Packers -3.0,201309220cin
Stadium,Louisiana Superdome,201309220nor
Start Time,12:03pm,201309220nor
Surface,sportturf,201309220nor
Duration,3:04,201309220nor
Attendance,"73,057",201309220nor
Weather,"72 degrees, relative humidity 87%, wind 13 mph",201309220nor
Vegas Line,New Orleans Saints -7.5,201309220nor
Stadium,Bank of America Stadium,201309220car
Start Time,1:03pm,201309220car
Surface,grass,201309220car
Duration,3:08,201309220car
Attendance,"73,748",201309220car
Weather,"75 degrees, relative humidity 52%, wind 15 mph, wind chill 0",201309220car
Vegas Line,New York Giants -3.0,201309220car
Stadium,Heinz Field,201309220pit
Start Time,8:30pm,201309220pit
Surface,grass,201309220pit
Duration,3:14,201309220pit
Attendance,"61,575",201309220pit
Weather,"56 degrees, relative humidity 72%, wind 5 mph",201309220pit
Vegas Line,Chicago Bears -2.5,201309220pit
Stadium,Candlestick Park,201309220sfo
Start Time,1:25pm,201309220sfo
Surface,grass,201309220sfo
Duration,2:48,201309220sfo
Attendance,"69,732",201309220sfo
Weather,"66 degrees, relative humidity 63%, wind 5 mph, wind chill 0",201309220sfo
Vegas Line,San Francisco 49ers -10.0,201309220sfo
Stadium,M&T Bank Stadium,201309220rav
Start Time,1:03pm,201309220rav
Surface,sportturf,201309220rav
Duration,3:09,201309220rav
Attendance,"71,168",201309220rav
Weather,"73 degrees, relative humidity 44%, wind 9 mph, wind chill 0",201309220rav
Vegas Line,Houston Texans -1.0,201309220rav
Stadium,FedEx Field,201309220was
Start Time,1:03pm,201309220was
Surface,grass,201309220was
Duration,3:21,201309220was
Attendance,"80,111",201309220was
Weather,"72 degrees, relative humidity 51%, wind 8 mph, wind chill 0",201309220was
Vegas Line,Detroit Lions -1.0,201309220was
Stadium,Sun Life Stadium,201309220mia
Start Time,4:05pm,201309220mia
Surface,grass,201309220mia
Duration,2:57,201309220mia
Attendance,"70,660",201309220mia
Weather,"89 degrees, relative humidity 58%, wind 8 mph, wind chill 0",201309220mia
Vegas Line,Miami Dolphins -2.5,201309220mia
Stadium,LP Field,201309220oti
Start Time,12:03pm,201309220oti
Surface,grass,201309220oti
Duration,3:09,201309220oti
Attendance,"69,143",201309220oti
Weather,"72 degrees, relative humidity 46%, wind 7 mph, wind chill 0",201309220oti
Vegas Line,Tennessee Titans -3.0,201309220oti
Stadium,MetLife Stadium,201309220nyj
Start Time,4:25pm,201309220nyj
Surface,fieldturf,201309220nyj
Duration,3:33,201309220nyj
Attendance,"76,957",201309220nyj
Weather,"67 degrees, relative humidity 46%, wind 24 mph, wind chill 0",201309220nyj
Vegas Line,New York Jets -2.5,201309220nyj
Stadium,Sports Authority Field at Mile High,201309230den
Start Time,6:40pm,201309230den
Surface,grass,201309230den
Duration,3:02,201309230den
Attendance,"76,978",201309230den
Weather,"64 degrees, relative humidity 28%, wind 16 mph, wind chill 0",201309230den
Vegas Line,Denver Broncos -16.5,201309230den
Stadium,Edward Jones Dome (dome),201309260ram
Start Time,7:25pm,201309260ram
Surface,astroplay,201309260ram
Duration,3:32,201309260ram
Attendance,"56,640",201309260ram
Weather,"0 degrees, no wind, wind chill 0",201309260ram
Vegas Line,San Francisco 49ers -4.0,201309260ram
Stadium,Qualcomm Stadium,201309290sdg
Start Time,1:25pm,201309290sdg
Surface,grass,201309290sdg
Duration,3:02,201309290sdg
Attendance,"68,601",201309290sdg
Weather,"80 degrees, relative humidity 27%, wind 7 mph, wind chill 0",201309290sdg
Vegas Line,Dallas Cowboys -1.5,201309290sdg
Stadium,Georgia Dome (dome),201309290atl
Start Time,8:30pm,201309290atl
Surface,fieldturf,201309290atl
Duration,3:21,201309290atl
Attendance,"70,744",201309290atl
Weather,"0 degrees, no wind, wind chill 0",201309290atl
Vegas Line,Atlanta Falcons -3.0,201309290atl
Stadium,Wembley Stadium,201309290min
Start Time,6:07pm,201309290min
Surface,grass,201309290min
Duration,3:01,201309290min
Attendance,"83,518",201309290min
Weather,"54 degrees, relative humidity 86%, wind 11 mph, wind chill 0",201309290min
Vegas Line,Pittsburgh Steelers -3.0,201309290min
Stadium,Cleveland Browns Stadium,201309290cle
Start Time,1:06pm,201309290cle
Surface,grass,201309290cle
Duration,3:04,201309290cle
Attendance,"71,481",201309290cle
Weather,"68 degrees, relative humidity 67%, wind 9 mph, wind chill 0",201309290cle
Vegas Line,Cincinnati Bengals -4.5,201309290cle
Stadium,O.co Coliseum,201309290rai
Start Time,1:25pm,201309290rai
Surface,grass,201309290rai
Duration,3:01,201309290rai
Attendance,"53,549",201309290rai
Weather,"77 degrees, relative humidity 52%, wind 13 mph, wind chill 0",201309290rai
Vegas Line,Washington Redskins -4.0,201309290rai
Stadium,Reliant Stadium,201309290htx
Start Time,12:03pm,201309290htx
Surface,grass,201309290htx
Duration,3:29,201309290htx
Attendance,"71,756",201309290htx
Weather,"78 degrees, relative humidity 90%, wind 8 mph",201309290htx
Vegas Line,Seattle Seahawks -2.0,201309290htx
Stadium,LP Field,201309290oti
Start Time,3:05pm,201309290oti
Surface,grass,201309290oti
Duration,3:06,201309290oti
Attendance,"69,143",201309290oti
Weather,"74 degrees, relative humidity 51%, wind 4 mph, wind chill 0",201309290oti
Vegas Line,Tennessee Titans -3.5,201309290oti
Stadium,Ralph Wilson Stadium,201309290buf
Start Time,1:02pm,201309290buf
Surface,a_turf,201309290buf
Duration,3:34,201309290buf
Attendance,"68,296",201309290buf
Weather,"67 degrees, relative humidity 57%, wind 15 mph, wind chill 0",201309290buf
Vegas Line,Baltimore Ravens -4.0,201309290buf
Stadium,Raymond James Stadium,201309290tam
Start Time,1:03pm,201309290tam
Surface,grass,201309290tam
Duration,3:13,201309290tam
Attendance,"44,956",201309290tam
Weather,"84 degrees, relative humidity 55%, wind 5 mph",201309290tam
Vegas Line,Tampa Bay Buccaneers -2.5,201309290tam
Stadium,Arrowhead Stadium,201309290kan
Start Time,12:02pm,201309290kan
Surface,grass,201309290kan
Duration,3:13,201309290kan
Attendance,"73,386",201309290kan
Weather,"66 degrees, relative humidity 65%, no wind, wind chill 0",201309290kan
Vegas Line,Kansas City Chiefs -4.5,201309290kan
Stadium,Sports Authority Field at Mile High,201309290den
Start Time,2:25pm,201309290den
Surface,grass,201309290den
Duration,3:01,201309290den
Attendance,"77,002",201309290den
Weather,"76 degrees, relative humidity 16%, wind 8 mph, wind chill 0",201309290den
Vegas Line,Denver Broncos -11.5,201309290den
Stadium,Ford Field (dome),201309290det
Start Time,1:03pm,201309290det
Surface,fieldturf,201309290det
Duration,3:13,201309290det
Attendance,"64,552",201309290det
Weather,"68 degrees, no wind, wind chill 0",201309290det
Vegas Line,Detroit Lions -2.5,201309290det
Stadium,EverBank Field,201309290jax
Start Time,1:06pm,201309290jax
Surface,grass,201309290jax
Duration,3:08,201309290jax
Attendance,"59,695",201309290jax
Weather,"80 degrees, relative humidity 65%, wind 12 mph, wind chill 0",201309290jax
Vegas Line,Indianapolis Colts -9.5,201309290jax
Stadium,Louisiana Superdome,201309300nor
Start Time,7:40pm,201309300nor
Surface,sportturf,201309300nor
Duration,3:09,201309300nor
Attendance,"73,118",201309300nor
Weather,"79 degrees, relative humidity 81%, wind 3 mph",201309300nor
Vegas Line,New Orleans Saints -7.5,201309300nor
Stadium,Cleveland Browns Stadium,201310030cle
Start Time,8:29pm,201310030cle
Surface,grass,201310030cle
Duration,3:12,201310030cle
Attendance,"71,239",201310030cle
Weather,"75 degrees, relative humidity 73%, wind 6 mph, wind chill 0",201310030cle
Vegas Line,Cleveland Browns -4.0,201310030cle
Stadium,University of Phoenix Stadium (dome),201310060crd
Start Time,1:05pm,201310060crd
Surface,grass,201310060crd
Duration,3:00,201310060crd
Attendance,"60,426",201310060crd
Weather,"0 degrees, no wind, wind chill 0",201310060crd
Vegas Line,Carolina Panthers -3.0,201310060crd
Stadium,Edward Jones Dome (dome),201310060ram
Start Time,12:00pm,201310060ram
Surface,astroplay,201310060ram
Duration,3:08,201310060ram
Attendance,"54,266",201310060ram
Weather,"0 degrees, no wind, wind chill 0",201310060ram
Vegas Line,St. Louis Rams -11.0,201310060ram
Stadium,MetLife Stadium,201310060nyg
Start Time,1:02pm,201310060nyg
Surface,fieldturf,201310060nyg
Duration,3:27,201310060nyg
Attendance,"80,738",201310060nyg
Weather,"66 degrees, relative humidity 100%, wind 6 mph, wind chill 0",201310060nyg
Vegas Line,New York Giants -1.5,201310060nyg
Stadium,Paul Brown Stadium,201310060cin
Start Time,1:02pm,201310060cin
Surface,fieldturf,201310060cin
Duration,2:56,201310060cin
Attendance,"64,259",201310060cin
Weather,"68 degrees, relative humidity 93%, wind 7 mph, wind chill 0",201310060cin
Vegas Line,New England Patriots -1.0,201310060cin
Stadium,LP Field,201310060oti
Start Time,12:03pm,201310060oti
Surface,grass,201310060oti
Duration,3:25,201310060oti
Attendance,"69,143",201310060oti
Weather,"74 degrees, relative humidity 83%, wind 10 mph, wind chill 0",201310060oti
Vegas Line,Kansas City Chiefs -3.0,201310060oti
Stadium,Lambeau Field,201310060gnb
Start Time,12:02pm,201310060gnb
Surface,grass,201310060gnb
Duration,3:08,201310060gnb
Attendance,"78,200",201310060gnb
Weather,"59 degrees, relative humidity 59%, wind 10 mph, wind chill 0",201310060gnb
Vegas Line,Green Bay Packers -9.5,201310060gnb
Stadium,Sun Life Stadium,201310060mia
Start Time,1:02pm,201310060mia
Surface,grass,201310060mia
Duration,3:16,201310060mia
Attendance,"68,342",201310060mia
Weather,"87 degrees, relative humidity 56%, wind 5 mph, wind chill 0",201310060mia
Vegas Line,Miami Dolphins -2.5,201310060mia
Stadium,O.co Coliseum,201310060rai
Start Time,8:35pm,201310060rai
Surface,grass,201310060rai
Duration,3:04,201310060rai
Attendance,"48,834",201310060rai
Weather,"70 degrees, relative humidity 0%, wind 2 mph, wind chill 0",201310060rai
Vegas Line,San Diego Chargers -5.0,201310060rai
Stadium,Candlestick Park,201310060sfo
Start Time,5:31pm,201310060sfo
Surface,grass,201310060sfo
Duration,2:50,201310060sfo
Attendance,"69,732",201310060sfo
Weather,"76 degrees, relative humidity 40%, wind 9 mph, wind chill 0",201310060sfo
Vegas Line,San Francisco 49ers -4.5,201310060sfo
Stadium,Lucas Oil Stadium,201310060clt
Start Time,1:03pm,201310060clt
Surface,fieldturf,201310060clt
Duration,3:21,201310060clt
Attendance,"66,608",201310060clt
Weather,"56 degrees, relative humidity 90%, wind 6 mph, wind chill 0",201310060clt
Vegas Line,Seattle Seahawks -3.0,201310060clt
Stadium,Cowboys Stadium (dome),201310060dal
Start Time,3:25pm,201310060dal
Surface,matrixturf,201310060dal
Duration,3:13,201310060dal
Attendance,"92,758",201310060dal
Weather,"0 degrees, no wind, wind chill 0",201310060dal
Vegas Line,Denver Broncos -9.0,201310060dal
Stadium,Soldier Field (II),201310060chi
Start Time,12:02pm,201310060chi
Surface,grass,201310060chi
Duration,3:03,201310060chi
Attendance,"62,361",201310060chi
Weather,"60 degrees, relative humidity 49%, wind 10 mph, wind chill 0",201310060chi
Vegas Line,New Orleans Saints -1.5,201310060chi
Stadium,Georgia Dome (dome),201310070atl
Start Time,8:40pm,201310070atl
Surface,fieldturf,201310070atl
Duration,2:51,201310070atl
Attendance,"70,246",201310070atl
Weather,"0 degrees, no wind, wind chill 0",201310070atl
Vegas Line,Atlanta Falcons -9.5,201310070atl
Stadium,Soldier Field (II),201310100chi
Start Time,7:29pm,201310100chi
Surface,grass,201310100chi
Duration,2:52,201310100chi
Attendance,"62,374",201310100chi
Weather,"63 degrees, relative humidity 74%, wind 10 mph, wind chill 0",201310100chi
Vegas Line,Chicago Bears -7.0,201310100chi
Stadium,Mall of America Field,201310130min
Start Time,12:05pm,201310130min
Surface,sportturf,201310130min
Duration,2:58,201310130min
Attendance,"63,963",201310130min
Weather,"64 degrees, relative humidity 0%, no wind, wind chill 0",201310130min
Vegas Line,Minnesota Vikings -1.0,201310130min
Stadium,M&T Bank Stadium,201310130rav
Start Time,1:02pm,201310130rav
Surface,sportturf,201310130rav
Duration,3:07,201310130rav
Attendance,"71,319",201310130rav
Weather,"61 degrees, relative humidity 83%, wind 10 mph, wind chill 0",201310130rav
Vegas Line,Green Bay Packers -2.5,201310130rav
Stadium,Ralph Wilson Stadium,201310130buf
Start Time,1:02pm,201310130buf
Surface,a_turf,201310130buf
Duration,3:19,201310130buf
Attendance,"67,739",201310130buf
Weather,"65 degrees, relative humidity 70%, wind 11 mph, wind chill 0",201310130buf
Vegas Line,Cincinnati Bengals -6.0,201310130buf
Stadium,Cowboys Stadium (dome),201310130dal
Start Time,7:31pm,201310130dal
Surface,matrixturf,201310130dal
Duration,3:08,201310130dal
Attendance,"90,239",201310130dal
Weather,"0 degrees, no wind, wind chill 0",201310130dal
Vegas Line,Dallas Cowboys -5.0,201310130dal
Stadium,MetLife Stadium,201310130nyj
Start Time,1:03pm,201310130nyj
Surface,fieldturf,201310130nyj
Duration,3:00,201310130nyj
Attendance,"76,957",201310130nyj
Weather,"62 degrees, relative humidity 68%, wind 10 mph, wind chill 0",201310130nyj
Vegas Line,New York Jets -1.0,201310130nyj
Stadium,Sports Authority Field at Mile High,201310130den
Start Time,2:05pm,201310130den
Surface,grass,201310130den
Duration,3:01,201310130den
Attendance,"76,862",201310130den
Weather,"59 degrees, relative humidity 53%, wind 7 mph, wind chill 0",201310130den
Vegas Line,Denver Broncos -26.5,201310130den
Stadium,Reliant Stadium,201310130htx
Start Time,12:03pm,201310130htx
Surface,grass,201310130htx
Duration,2:45,201310130htx
Attendance,"71,104",201310130htx
Weather,"73 degrees, relative humidity 94%, wind 5 mph",201310130htx
Vegas Line,Houston Texans -7.0,201310130htx
Stadium,Candlestick Park,201310130sfo
Start Time,1:25pm,201310130sfo
Surface,grass,201310130sfo
Duration,3:31,201310130sfo
Attendance,"69,732",201310130sfo
Weather,"65 degrees, relative humidity 55%, wind 5 mph, wind chill 0",201310130sfo
Vegas Line,San Francisco 49ers -10.0,201310130sfo
Stadium,Cleveland Browns Stadium,201310130cle
Start Time,1:02pm,201310130cle
Surface,grass,201310130cle
Duration,3:16,201310130cle
Attendance,"71,513",201310130cle
Weather,"66 degrees, relative humidity 78%, wind 8 mph, wind chill 0",201310130cle
Vegas Line,Detroit Lions -2.5,201310130cle
Stadium,Arrowhead Stadium,201310130kan
Start Time,12:02pm,201310130kan
Surface,grass,201310130kan
Duration,3:17,201310130kan
Attendance,"76,394",201310130kan
Weather,"63 degrees, relative humidity 41%, wind 7 mph, wind chill 0",201310130kan
Vegas Line,Kansas City Chiefs -7.5,201310130kan
Stadium,Raymond James Stadium,201310130tam
Start Time,1:03pm,201310130tam
Surface,grass,201310130tam
Duration,3:03,201310130tam
Attendance,"62,505",201310130tam
Weather,"82 degrees, relative humidity 42%, wind 3 mph",201310130tam
Vegas Line,Philadelphia Eagles -3.0,201310130tam
Stadium,Gillette Stadium,201310130nwe
Start Time,4:25pm,201310130nwe
Surface,fieldturf,201310130nwe
Duration,3:15,201310130nwe
Attendance,"68,756",201310130nwe
Weather,"59 degrees, relative humidity 57%, wind 7 mph, wind chill 0",201310130nwe
Vegas Line,New England Patriots -1.0,201310130nwe
Stadium,CenturyLink Field,201310130sea
Start Time,1:06pm,201310130sea
Surface,fieldturf,201310130sea
Duration,2:50,201310130sea
Attendance,"68,127",201310130sea
Weather,"51 degrees, relative humidity 80%, wind 4 mph, wind chill 0",201310130sea
Vegas Line,Seattle Seahawks -13.0,201310130sea
Stadium,Qualcomm Stadium,201310140sdg
Start Time,5:40pm,201310140sdg
Surface,grass,201310140sdg
Duration,2:59,201310140sdg
Attendance,"57,954",201310140sdg
Weather,"69 degrees, relative humidity 69%, wind 13 mph, wind chill 0",201310140sdg
Vegas Line,Indianapolis Colts -1.5,201310140sdg
Stadium,University of Phoenix Stadium (dome),201310170crd
Start Time,5:25pm,201310170crd
Surface,grass,201310170crd
Duration,3:23,201310170crd
Attendance,"61,200",201310170crd
Weather,"82 degrees, wind 7 mph, wind chill 0",201310170crd
Vegas Line,Seattle Seahawks -6.0,201310170crd
Stadium,Georgia Dome (dome),201310200atl
Start Time,1:02pm,201310200atl
Surface,fieldturf,201310200atl
Duration,3:05,201310200atl
Attendance,"69,522",201310200atl
Weather,"0 degrees, no wind, wind chill 0",201310200atl
Vegas Line,Atlanta Falcons -6.5,201310200atl
Stadium,Bank of America Stadium,201310200car
Start Time,1:03pm,201310200car
Surface,grass,201310200car
Duration,3:11,201310200car
Attendance,"72,686",201310200car
Weather,"68 degrees, relative humidity 42%, wind 4 mph, wind chill 0",201310200car
Vegas Line,Carolina Panthers -7.0,201310200car
Stadium,Heinz Field,201310200pit
Start Time,4:25pm,201310200pit
Surface,grass,201310200pit
